湖南 NR 湖 南 O
突然 AD 突 然 O
明白 VV 明 白 O
， PU ， ， O
原来 AD 原 来 O
母爱 NN 母 爱 O
的 DEG 的 的 O
伟大 NN 伟 大 O
在于 VV 在 于 O
付出 VV 付 出 O
的 DEC 的 的 O
不知不觉 VV 不 觉 O
。 PU 。 。 O
若 CS 若 若 O
一 CD 一 一 O
个 M 个 个 O
人 NN 人 人 O
付出 VV 付 出 O
了 AS 了 了 O
而 AD 而 而 O
不 AD 不 不 O
觉得 VV 觉 得 O
已经 AD 已 经 O
付出 VV 付 出 O
， PU ， ， O
就 AD 就 就 O
不 AD 不 不 O
会 VV 会 会 O
为 P 为 为 O
付出 VV 付 出 O
估斤算两 VV 估 两 O
， PU ， ， O
也 AD 也 也 O
便 AD 便 便 O
不 AD 不 不 O
会 VV 会 会 O
对 P 对 对 O
受益者 NN 受 者 O
讨价 NN 讨 价 O
还 AD 还 还 O
价 NN 价 价 O
。 PU 。 。 O
这 PN 这 这 O
便 AD 便 便 O
是 VC 是 是 O
母爱 NN 母 爱 O
的 DEG 的 的 O
伟大 JJ 伟 大 O
和 CC 和 和 O
无私 VA 无 私 O
。 PU 。 。 O
母爱 NN 母 爱 O
伟大 VA 伟 大 O
。 PU 。 。 O
造物主 NN 造 主 O
却 AD 却 却 O
把 BA 把 把 O
做 VV 做 做 O
母亲 NN 母 亲 O
的 DEC 的 的 O
权利 NN 权 利 O
让 VV 让 让 O
女性 NN 女 性 O
独享 VV 独 享 O
， PU ， ， O
能 VV 能 能 O
为 P 为 为 O
人母 NN 人 母 O
， PU ， ， O
是 VC 是 是 O
一 CD 一 一 O
种 M 种 种 O
幸运 NN 幸 运 O
。 PU 。 。 O
纵使 AD 纵 使 O
无 VE 无 无 O
福为母 NN 福 母 O
， PU ， ， O
也 AD 也 也 O
可以 VV 可 以 O
付出 VV 付 出 O
母亲 NN 母 亲 O
般 VA 般 般 O
的 DEC 的 的 O
爱 NN 爱 爱 O
。 PU 。 。 O
５０年代 NT ５ 代 O
， PU ， ， O
内蒙古 NR 内 古 O
草原 NN 草 原 O
的 DEG 的 的 O
母亲们 NN 母 们 O
曾经 AD 曾 经 O
养育 VV 养 育 O
过 AS 过 过 O
３０００ CD ３ ０ O
名 M 名 名 O
孤儿 NN 孤 儿 O
。 PU 。 。 O
８０年代 NT ８ 代 O
， PU ， ， O
浙江 NR 浙 江 O
两 CD 两 两 O
位 M 位 位 O
老人 NN 老 人 O
靠 VV 靠 靠 O
捡 VV 捡 捡 O
破烂 NN 破 烂 O
养大 VV 养 大 O
了 AS 了 了 O
１３ CD １ ３ O
个 M 个 个 O
弃儿 NN 弃 儿 O
。 PU 。 。 O
天津 NR 天 津 O
ＳＯＳ NR Ｓ Ｓ O
儿童 NN 儿 童 O
村 NN 村 村 O
的 DEG 的 的 O
妈妈们 NN 妈 们 O
， PU ， ， O
在 P 在 在 O
临时 JJ 临 时 O
家庭 NN 家 庭 O
里 LC 里 里 O
为 P 为 为 O
孩子们 NN 孩 们 O
缝缝补补 VV 缝 补 O
。 PU 。 。 O
还 AD 还 还 O
有 VE 有 有 O
弱智 VA 弱 智 O
学校 NN 学 校 O
的 DEG 的 的 O
老师们 NN 老 们 O
， PU ， ， O
给 P 给 给 O
孩子们 NN 孩 们 O
洗脸 VV 洗 脸 O
、 PU 、 、 O
剪 VV 剪 剪 O
指甲 NN 指 甲 O
。 PU 。 。 O
她们 PN 她 们 O
付出 VV 付 出 O
了 AS 了 了 O
母亲 NN 母 亲 O
般 VA 般 般 O
的 DEC 的 的 O
辛苦 NN 辛 苦 O
。 PU 。 。 O
爱 VV 爱 爱 O
是 VC 是 是 O
属于 VV 属 于 O
社会 NN 社 会 O
的 DEC 的 的 O
， PU ， ， O
母爱 NN 母 爱 O
作为 VV 作 为 O
爱 VV 爱 爱 O
的 DEC 的 的 O
崇高 JJ 崇 高 O
形式 NN 形 式 O
， PU ， ， O
更 AD 更 更 O
当 P 当 当 O
属于 VV 属 于 O
社会 NN 社 会 O
。 PU 。 。 O
母亲 NN 母 亲 O
无私 VA 无 私 O
地 DEV 地 地 O
给 P 给 给 O
社会 NN 社 会 O
献出 VV 献 出 O
了 AS 了 了 O
爱 NN 爱 爱 O
， PU ， ， O
我们 PN 我 们 O
更 AD 更 更 O
该 VV 该 该 O
用 VV 用 用 O
爱 VV 爱 爱 O
去 VV 去 去 O
温暖 JJ 温 暖 O
她们 PN 她 们 O
的 DEG 的 的 O
心 NN 心 心 O
。 PU 。 。 O
面对 VV 面 对 O
我国 NN 我 国 O
的 DEG 的 的 O
一千万 CD 一 万 O
贫困 JJ 贫 困 O
母亲 NN 母 亲 O
， PU ， ， O
我们 PN 我 们 O
每 DT 每 每 O
个 M 个 个 O
人 NN 人 人 O
有 VE 有 有 O
责任 NN 责 任 O
和 CC 和 和 O
义务 NN 义 务 O
向 P 向 向 O
她们 PN 她 们 O
伸出 VV 伸 出 O
援助 NN 援 助 O
的 DEG 的 的 O
手 NN 手 手 O
。 PU 。 。 O
母爱 NN 母 爱 O
是 VC 是 是 O
爱 VV 爱 爱 O
的 DEC 的 的 O
摇篮 NN 摇 篮 O
。 PU 。 。 O
我们 PN 我 们 O
在 P 在 在 O
母爱 NN 母 爱 O
中 LC 中 中 O
成长 VV 成 长 O
身体 NN 身 体 O
， PU ， ， O
感受 VV 感 受 O
爱 VV 爱 爱 O
， PU ， ， O
也 AD 也 也 O
学会 VV 学 会 O
了 AS 了 了 O
爱 NN 爱 爱 O
。 PU 。 。 O
并 AD 并 并 O
在 P 在 在 O
这 DT 这 这 O
种 M 种 种 O
爱 NN 爱 爱 O
的 DEG 的 的 O
提示 NN 提 示 O
和 CC 和 和 O
牵引 VV 牵 引 O
中 LC 中 中 O
， PU ， ， O
懂得 VV 懂 得 O
应该 VV 应 该 O
去 VV 去 去 O
爱 VV 爱 爱 O
他人 PN 他 人 O
， PU ， ， O
爱 VV 爱 爱 O
社会 NN 社 会 O
。 PU 。 。 O
于是 AD 于 是 O
， PU ， ， O
我们 PN 我 们 O
就 AD 就 就 O
拥有 VV 拥 有 O
了 AS 了 了 O
一 CD 一 一 O
份 M 份 份 O
母爱 NN 母 爱 O
般 VA 般 般 O
的 DEC 的 的 O
情怀 NN 情 怀 O
。 PU 。 。 O
黄晓红 NR 黄 红 O
１９９５年 NT １ 年 O
７月 NT ７ 月 O
６日 NT ６ 日 O
， PU ， ， O
家 NN 家 家 O
住 VV 住 住 O
广元市 NR 广 市 O
朝天区 NR 朝 区 O
的 DEG 的 的 O
个体 NN 个 体 O
营运 NN 营 运 O
户 NN 户 户 O
李建国 NR 李 国 O
以 P 以 以 O
１６８００ CD １ ０ O
元 M 元 元 O
的 DEC 的 的 O
价格 NN 价 格 O
从 P 从 从 O
他人 NN 他 人 O
手 NN 手 手 O
中 LC 中 中 O
购得 VV 购 得 O
长安 NR 长 安 O
牌 NN 牌 牌 O
微型 JJ 微 型 O
小 JJ 小 小 O
货车 NN 货 车 O
一 CD 一 一 O
辆 M 辆 辆 O
。 PU 。 。 O
购车 NN 购 车 O
后 LC 后 后 O
， PU ， ， O
李 NR 李 李 O
即 AD 即 即 O
对 P 对 对 O
该 DT 该 该 O
车 NN 车 车 O
进行 VV 进 行 O
了 AS 了 了 O
一 CD 一 一 O
次 M 次 次 O
大修 NN 大 修 O
， PU ， ， O
花去 VV 花 去 O
修理费 NN 修 费 O
３３３６ CD ３ ６ O
? PU ? ? O
９０ CD ９ ０ O
元 M 元 元 O
。 PU 。 。 O
１９９５年 NT １ 年 O
１０月 NT １ 月 O
９日 NT ９ 日 O
晚 NT 晚 晚 O
， PU ， ， O
李 NR 李 李 O
将 BA 将 将 O
这 DT 这 这 O
辆 M 辆 辆 O
尚 AD 尚 尚 O
未 AD 未 未 O
过户 VV 过 户 O
的 DEC 的 的 O
小 JJ 小 小 O
货车 NN 货 车 O
开进 VV 开 进 O
了 AS 了 了 O
广元市 NR 广 市 O
长城 NR 长 城 O
宾馆 NN 宾 馆 O
。 PU 。 。 O
李 NR 李 李 O
交 VV 交 交 O
了 AS 了 了 O
３ CD ３ ３ O
元 M 元 元 O
停车费 NN 停 费 O
， PU ， ， O
但 AD 但 但 O
该 VV 该 该 O
宾馆 NN 宾 馆 O
值班 NN 值 班 O
人员 NN 人 员 O
未 AD 未 未 O
向 P 向 向 O
李 NR 李 李 O
出具 VV 出 具 O
发票 NN 发 票 O
。 PU 。 。 O
之后 LC 之 后 O
， PU ， ， O
李 NR 李 李 O
住进 VV 住 进 O
长城 NR 长 城 O
宾馆 NN 宾 馆 O
。 PU 。 。 O
第二 OD 第 二 O
天 M 天 天 O
早上 NT 早 上 O
， PU ， ， O
当 P 当 当 O
李 NR 李 李 O
准备 VV 准 备 O
离开 VV 离 开 O
宾馆 NN 宾 馆 O
时 LC 时 时 O
， PU ， ， O
发现 VV 发 现 O
车子 NN 车 子 O
不见 VV 不 见 O
了 AS 了 了 O
。 PU 。 。 O
该 DT 该 该 O
宾馆 NN 宾 馆 O
值班 NN 值 班 O
人员 NN 人 员 O
称 VV 称 称 O
该 DT 该 该 O
车 NN 车 车 O
已 AD 已 已 O
于 P 于 于 O
凌晨 NT 凌 晨 O
被 LB 被 被 O
一 CD 一 一 O
个 M 个 个 O
穿 VV 穿 穿 O
白 JJ 白 白 O
衣服 NN 衣 服 O
的 DEC 的 的 O
人 NN 人 人 O
用 P 用 用 O
钥匙 NN 钥 匙 O
打开 VV 打 开 O
开走 VV 开 走 O
。 PU 。 。 O
李遂 NR 李 遂 O
与 CC 与 与 O
值班 NN 值 班 O
人员 NN 人 员 O
一道 AD 一 道 O
向 P 向 向 O
嘉陵 NR 嘉 陵 O
派出所 NN 派 所 O
报案 VV 报 案 O
， PU ， ， O
但 AD 但 但 O
该 DT 该 该 O
案 NN 案 案 O
至今 AD 至 今 O
未 AD 未 未 O
破 VV 破 破 O
。 PU 。 。 O
李 NR 李 李 O
认为 VV 认 为 O
其 PN 其 其 O
车辆 NN 车 辆 O
被盗 VV 被 盗 O
是 VC 是 是 O
由于 P 由 于 O
宾馆 NN 宾 馆 O
工作 NN 工 作 O
人员 NN 人 员 O
玩忽职守 NN 玩 守 O
所 MSP 所 所 O
致 VV 致 致 O
， PU ， ， O
遂 AD 遂 遂 O
要求 VV 要 求 O
宾馆 NN 宾 馆 O
给予 VV 给 予 O
赔偿 NN 赔 偿 O
。 PU 。 。 O
宾馆 NN 宾 馆 O
则 AD 则 则 O
以 P 以 以 O
李建国 NR 李 国 O
当晚 NT 当 晚 O
仅 AD 仅 仅 O
交纳 VV 交 纳 O
３ CD ３ ３ O
元 M 元 元 O
临时 JJ 临 时 O
停车费 NN 停 费 O
， PU ， ， O
并 AD 并 并 O
未 AD 未 未 O
办理 VV 办 理 O
任何 DT 任 何 O
保管 NN 保 管 O
手续 NN 手 续 O
， PU ， ， O
且 CC 且 且 O
盗车人 NN 盗 人 O
是 VC 是 是 O
用 P 用 用 O
钥匙 NN 钥 匙 O
将 BA 将 将 O
车 NN 车 车 O
开走 VV 开 走 O
的 DEC 的 的 O
为由 VV 为 由 O
， PU ， ， O
明确 AD 明 确 O
表示 VV 表 示 O
不 AD 不 不 O
承担 VV 承 担 O
任何 DT 任 何 O
民事 NN 民 事 O
责任 NN 责 任 O
。 PU 。 。 O
双方 PN 双 方 O
协商 VV 协 商 O
未果 VV 未 果 O
， PU ， ， O
最后 AD 最 后 O
只好 AD 只 好 O
对簿公堂 VV 对 堂 O
。 PU 。 。 O
此 DT 此 此 O
案 NN 案 案 O
立即 AD 立 即 O
受到 VV 受 到 O
众多 JJ 众 多 O
法律 NN 法 律 O
工作者 NN 工 者 O
和 CC 和 和 O
当地 NN 当 地 O
市民 NN 市 民 O
的 DEG 的 的 O
广泛 JJ 广 泛 O
关注 NN 关 注 O
， PU ， ， O
并 CC 并 并 O
引起 VV 引 起 O
了 AS 了 了 O
一 CD 一 一 O
场 M 场 场 O
有关 P 有 关 O
停车费 NN 停 费 O
的 DEG 的 的 O
讨论 NN 讨 论 O
。 PU 。 。 O
有 VE 有 有 O
人 NN 人 人 O
认为 VV 认 为 O
， PU ， ， O
停车场 NN 停 场 O
不 AD 不 不 O
应 VV 应 应 O
承担 VV 承 担 O
赔偿 VV 赔 偿 O
责任 NN 责 任 O
。 PU 。 。 O
理由 NN 理 由 O
是 VC 是 是 O
李建国 NR 李 国 O
所 MSP 所 所 O
交 VV 交 交 O
３ CD ３ ３ O
元 M 元 元 O
钱 NN 钱 钱 O
不 AD 不 不 O
属 VV 属 属 O
保管费 NN 保 费 O
， PU ， ， O
而 AD 而 而 O
是 VC 是 是 O
车辆 NN 车 辆 O
在 P 在 在 O
一定 JJ 一 定 O
时间 NN 时 间 O
内 LC 内 内 O
的 DEG 的 的 O
场地 NN 场 地 O
使用费 NN 使 费 O
。 PU 。 。 O
因为 P 因 为 O
保管 VV 保 管 O
费用 NN 费 用 O
的 DEC 的 的 O
收取 VV 收 取 O
应 VV 应 应 O
以 P 以 以 O
车辆 NN 车 辆 O
的 DEG 的 的 O
价格 NN 价 格 O
为 VC 为 为 O
标准 NN 标 准 O
， PU ， ， O
而 AD 而 而 O
停车场 NN 停 场 O
通常 AD 通 常 O
却 AD 却 却 O
是 VC 是 是 O
以 P 以 以 O
车辆 NN 车 辆 O
的 DEG 的 的 O
大小 NN 大 小 O
制定 VV 制 定 O
收费 NN 收 费 O
标准 NN 标 准 O
， PU ， ， O
即 AD 即 即 O
大 JJ 大 大 O
车 NN 车 车 O
费用 NN 费 用 O
高于 VV 高 于 O
小 JJ 小 小 O
车 NN 车 车 O
。 PU 。 。 O
显然 AD 显 然 O
， PU ， ， O
停车费 NN 停 费 O
不 AD 不 不 O
能 VV 能 能 O
等同于 VV 等 于 O
保管费 NN 保 费 O
。 PU 。 。 O
李 NR 李 李 O
享有 VV 享 有 O
停车 NN 停 车 O
的 DEC 的 的 O
权利 NN 权 利 O
， PU ， ， O
但 AD 但 但 O
宾馆 NN 宾 馆 O
却 AD 却 却 O
无 VE 无 无 O
看管 VV 看 管 O
之 DEC 之 之 O
义务 NN 义 务 O
。 PU 。 。 O
还 AD 还 还 O
有 VE 有 有 O
人 NN 人 人 O
认为 VV 认 为 O
停车场 NN 停 场 O
应 VV 应 应 O
承担 VV 承 担 O
部分 CD 部 分 O
赔偿 NN 赔 偿 O
责任 NN 责 任 O
。 PU 。 。 O
理由 NN 理 由 O
是 VC 是 是 O
停车场 NN 停 场 O
仅 AD 仅 仅 O
收取 VV 收 取 O
李 NR 李 李 O
３ CD ３ ３ O
元 M 元 元 O
停车费 NN 停 费 O
， PU ， ， O
若 CS 若 若 O
全 DT 全 全 O
额 NN 额 额 O
赔偿 NN 赔 偿 O
显失 VV 显 失 O
公平 NN 公 平 O
， PU ， ， O
故 AD 故 故 O
建议 VV 建 议 O
按 P 按 按 O
情势 NN 情 势 O
变更 VV 变 更 O
原则 NN 原 则 O
， PU ， ， O
兼顾 VV 兼 顾 O
商业 NN 商 业 O
习惯 NN 习 惯 O
变更 VV 变 更 O
合同 NN 合 同 O
， PU ， ， O
由 P 由 由 O
停车场 NN 停 场 O
承担 VV 承 担 O
相应 JJ 相 应 O
赔偿 NN 赔 偿 O
责任 NN 责 任 O
。 PU 。 。 O
法院 NN 法 院 O
审理 VV 审 理 O
后 LC 后 后 O
认为 VV 认 为 O
， PU ， ， O
李建国 NR 李 国 O
将 AD 将 将 O
小 JJ 小 小 O
货车 NN 货 车 O
停放 VV 停 放 O
在 P 在 在 O
广元市 NR 广 市 O
长城 NR 长 城 O
宾馆 NN 宾 馆 O
停车场 NN 停 场 O
内 LC 内 内 O
， PU ， ， O
并 AD 并 并 O
交纳 VV 交 纳 O
停车费 NN 停 费 O
３ CD ３ ３ O
元 M 元 元 O
， PU ， ， O
应 VV 应 应 O
视为 VV 视 为 O
他们 PN 他 们 O
之间 LC 之 间 O
达成 VV 达 成 O
了 AS 了 了 O
委托 VV 委 托 O
保管 NN 保 管 O
合同 NN 合 同 O
， PU ， ， O
双方 PN 双 方 O
权利 NN 权 利 O
义务 NN 义 务 O
关系 NN 关 系 O
也 AD 也 也 O
随 P 随 随 O
之 PN 之 之 O
形成 VV 形 成 O
。 PU 。 。 O
一 CD 一 一 O
方 NN 方 方 O
支付 VV 支 付 O
了 AS 了 了 O
保管费 NN 保 费 O
， PU ， ， O
另 DT 另 另 O
一 CD 一 一 O
方 NN 方 方 O
就 AD 就 就 O
应 VV 应 应 O
承担 VV 承 担 O
保管 NN 保 管 O
义务 NN 义 务 O
。 PU 。 。 O
广元市 NR 广 市 O
长城 NR 长 城 O
宾馆 NN 宾 馆 O
由于 P 由 于 O
工作 NN 工 作 O
人员 NN 人 员 O
疏忽 NN 疏 忽 O
大意 VV 大 意 O
， PU ， ， O
保管 NN 保 管 O
不善 VA 不 善 O
， PU ， ， O
致使 VV 致 使 O
李建国 NR 李 国 O
车辆 NN 车 辆 O
丢失 VV 丢 失 O
， PU ， ， O
根据 P 根 据 O
经济 NN 经 济 O
合同 NN 合 同 O
法 NN 法 法 O
第三十八 OD 第 八 O
条 M 条 条 O
规定 VV 规 定 O
： PU ： ： O
“ PU “ “ O
货物 NN 货 物 O
在 P 在 在 O
储存 NN 储 存 O
期间 NN 期 间 O
， PU ， ， O
由于 P 由 于 O
保管 VV 保 管 O
的 DEC 的 的 O
不 AD 不 不 O
善 VA 善 善 O
而 MSP 而 而 O
发生 VV 发 生 O
货物 NN 货 物 O
的 DEC 的 的 O
灭失 NN 灭 失 O
、 PU 、 、 O
短少 NN 短 少 O
、 PU 、 、 O
变质 VV 变 质 O
、 PU 、 、 O
污染 NN 污 染 O
、 PU 、 、 O
损坏 VV 损 坏 O
的 DEC 的 的 O
， PU ， ， O
（ PU （ （ O
保管方 NN 保 方 O
） PU ） ） O
负责 VV 负 责 O
赔偿 NN 赔 偿 O
损失 NN 损 失 O
。 PU 。 。 O
” PU ” ” O
由 P 由 由 O
此 PN 此 此 O
， PU ， ， O
广元市 NR 广 市 O
长城 NR 长 城 O
宾馆 NN 宾 馆 O
应 VV 应 应 O
承担 VV 承 担 O
赔偿 VV 赔 偿 O
责任 NN 责 任 O
。 PU 。 。 O
该 DT 该 该 O
宾馆 NN 宾 馆 O
在 P 在 在 O
承担 VV 承 担 O
赔偿 VV 赔 偿 O
责任 NN 责 任 O
后 LC 后 后 O
， PU ， ， O
依据 P 依 据 O
查明 VV 查 明 O
的 DEC 的 的 O
事实 NN 事 实 O
真相 NN 真 相 O
向 P 向 向 O
造成 VV 造 成 O
货车 NN 货 车 O
丢失 VV 丢 失 O
的 DEC 的 的 O
直接 JJ 直 接 O
责任者 NN 责 者 O
主张 VV 主 张 O
追偿 VV 追 偿 O
的 DEC 的 的 O
权利 NN 权 利 O
， PU ， ， O
则 AD 则 则 O
不 AD 不 不 O
在 P 在 在 O
本 DT 本 本 O
案 NN 案 案 O
的 DEG 的 的 O
处理 NN 处 理 O
范畴 NN 范 畴 O
之内 LC 之 内 O
。 PU 。 。 O
广元市 NR 广 市 O
市中区 NR 市 区 O
人民 NN 人 民 O
法院 NN 法 院 O
依法 AD 依 法 O
一审 AD 一 审 O
判决 VV 判 决 O
广元市 NR 广 市 O
长城 NR 长 城 O
宾馆 NN 宾 馆 O
赔偿 NN 赔 偿 O
李建国 NR 李 国 O
购车费 NN 购 费 O
、 PU 、 、 O
汽车 NN 汽 车 O
修理费 NN 修 费 O
等 ETC 等 等 O
共计 AD 共 计 O
２０１３６ CD ２ ６ O
元 M 元 元 O
， PU ， ， O
并 AD 并 并 O
承担 VV 承 担 O
本 DT 本 本 O
案 NN 案 案 O
诉讼费 NN 诉 费 O
。 PU 。 。 O
本 DT 本 本 O
报 NN 报 报 O
记者 NN 记 者 O
薛飞 NR 薛 飞 O
城市 NN 城 市 O
居民 NN 居 民 O
住宅 NN 住 宅 O
的 DEG 的 的 O
通邮 NN 通 邮 O
问题 NN 问 题 O
一直 AD 一 直 O
受到 VV 受 到 O
人们 NN 人 们 O
的 DEG 的 的 O
关注 NN 关 注 O
， PU ， ， O
普通 JJ 普 通 O
老百姓 NN 老 姓 O
居家 VV 居 家 O
过 AS 过 过 O
日子 NN 日 子 O
离 VV 离 离 O
不 AD 不 不 O
了 VV 了 了 O
各 DT 各 各 O
种 M 种 种 O
邮件 NN 邮 件 O
。 PU 。 。 O
各 DT 各 各 O
地 NN 地 地 O
的 DEG 的 的 O
建设 NN 建 设 O
部门 NN 部 门 O
和 CC 和 和 O
邮政 NN 邮 政 O
部门 NN 部 门 O
作 VV 作 作 O
了 AS 了 了 O
不少 CD 不 少 O
努力 NN 努 力 O
， PU ， ， O
以 MSP 以 以 O
使 VV 使 使 O
邮件 NN 邮 件 O
安全 NN 安 全 O
、 PU 、 、 O
及时 VA 及 时 O
地 DEV 地 地 O
送达 VV 送 达 O
居民 NN 居 民 O
手 NN 手 手 O
中 LC 中 中 O
。 PU 。 。 O
记者 NN 记 者 O
在 P 在 在 O
内蒙古 NR 内 古 O
呼和浩特市 NR 呼 市 O
采访 VV 采 访 O
时 LC 时 时 O
发现 VV 发 现 O
， PU ， ， O
这里 PN 这 里 O
的 DEG 的 的 O
信报箱群 NN 信 群 O
很 AD 很 很 O
有 VE 有 有 O
特色 NN 特 色 O
。 PU 。 。 O
在 P 在 在 O
居民 NN 居 民 O
住宅区 NN 住 区 O
， PU ， ， O
不少 CD 不 少 O
住户 NN 住 户 O
或是 CC 或 是 O
没有 VE 没 有 O
信报箱 NN 信 箱 O
， PU ， ， O
或是 CC 或 是 O
年久失修 VV 年 修 O
， PU ， ， O
给 VV 给 给 O
邮递员 NN 邮 员 O
的 DEC 的 的 O
投递 NN 投 递 O
带来 VV 带 来 O
困难 NN 困 难 O
， PU ， ， O
而 AD 而 而 O
居民 NN 居 民 O
的 DEG 的 的 O
信报箱 NN 信 箱 O
一旦 CS 一 旦 O
损坏 VV 损 坏 O
， PU ， ， O
报修 NN 报 修 O
往往 AD 往 往 O
十分 AD 十 分 O
困难 VA 困 难 O
， PU ， ， O
常常 AD 常 常 O
是 VC 是 是 O
居民 NN 居 民 O
自己 PN 自 己 O
动手 VV 动 手 O
修修 VV 修 修 O
补补 VV 补 补 O
， PU ， ， O
安全 AD 安 全 O
没有 VE 没 有 O
保障 NN 保 障 O
。 PU 。 。 O
１９９６年 NT １ 年 O
， PU ， ， O
呼和浩特市 NR 呼 市 O
邮电局 NN 邮 局 O
在 P 在 在 O
资金 NN 资 金 O
极其 AD 极 其 O
紧张 VA 紧 张 O
的 DEC 的 的 O
情况 NN 情 况 O
下 LC 下 下 O
， PU ， ， O
拿出 VV 拿 出 O
６００万 CD ６ 万 O
元 M 元 元 O
， PU ， ， O
建起 VV 建 起 O
了 AS 了 了 O
一 CD 一 一 O
批 M 批 批 O
信报箱群 NN 信 群 O
， PU ， ， O
以 MSP 以 以 O
提高 VV 提 高 O
邮件 NN 邮 件 O
投递 NN 投 递 O
的 DEG 的 的 O
准确率 NN 准 率 O
， PU ， ， O
方便 VV 方 便 O
居民 NN 居 民 O
。 PU 。 。 O
所谓 JJ 所 谓 O
信报箱群 NN 信 群 O
就 AD 就 就 O
是 VC 是 是 O
集中 VV 集 中 O
统一 NN 统 一 O
建设 NN 建 设 O
一 CD 一 一 O
个 M 个 个 O
单位 NN 单 位 O
或 CC 或 或 O
小 JJ 小 小 O
区 NN 区 区 O
（ PU （ （ O
或 CC 或 或 O
其 PN 其 其 O
一 CD 一 一 O
部分 NN 部 分 O
） PU ） ） O
的 DEG 的 的 O
信报箱 NN 信 箱 O
， PU ， ， O
形成 VV 形 成 O
信报箱群 NN 信 群 O
， PU ， ， O
邮递员 NN 邮 员 O
将 BA 将 将 O
邮件 NN 邮 件 O
送到 VV 送 到 O
信报箱群 NN 信 群 O
进行 VV 进 行 O
分发 VV 分 发 O
， PU ， ， O
或者 CC 或 者 O
由 P 由 由 O
信报箱群 VV 信 群 O
的 DEC 的 的 O
管理 NN 管 理 O
人员 NN 人 员 O
进行 VV 进 行 O
分发 VV 分 发 O
。 PU 。 。 O
与 P 与 与 O
住户 NN 住 户 O
自己 PN 自 己 O
的 DEG 的 的 O
信报箱 NN 信 箱 O
相比 VV 相 比 O
， PU ， ， O
信报箱群 NN 信 群 O
牢固 VA 牢 固 O
、 PU 、 、 O
规范 VA 规 范 O
， PU ， ， O
便于 VV 便 于 O
邮电 NN 邮 电 O
部门 NN 部 门 O
统一 VV 统 一 O
管理 NN 管 理 O
， PU ， ， O
居民取 NN 居 取 O
邮件 NN 邮 件 O
又 AD 又 又 O
十分 AD 十 分 O
方便 VA 方 便 O
， PU ， ， O
还 AD 还 还 O
可以 VV 可 以 O
投递 VV 投 递 O
， PU ， ， O
非常 AD 非 常 O
实用 VA 实 用 O
。 PU 。 。 O
在 P 在 在 O
内蒙古 NR 内 古 O
林业 NN 林 业 O
大学 NN 大 学 O
， PU ， ， O
记者 NN 记 者 O
参观 VV 参 观 O
了 AS 了 了 O
这里 PN 这 里 O
的 DEG 的 的 O
信报箱群 NN 信 群 O
， PU ， ， O
８２５ CD ８ ５ O
个 M 个 个 O
信报箱 NN 信 箱 O
集中 VV 集 中 O
在 P 在 在 O
校门 NN 校 门 O
内 LC 内 内 O
的 DEG 的 的 O
一 CD 一 一 O
侧 NN 侧 侧 O
， PU ， ， O
不时 AD 不 时 O
有 VE 有 有 O
人 NN 人 人 O
到 VV 到 到 O
这里 PN 这 里 O
打开 VV 打 开 O
自己 PN 自 己 O
的 DEG 的 的 O
信报箱 NN 信 箱 O
， PU ， ， O
取走 VV 取 走 O
邮件 NN 邮 件 O
。 PU 。 。 O
据 P 据 据 O
介绍 NN 介 绍 O
， PU ， ， O
这个 DT 这 个 O
信报箱群 NN 信 群 O
每 DT 每 每 O
个 M 个 个 O
信报箱 NN 信 箱 O
格 NN 格 格 O
成本 NN 成 本 O
５０ CD ５ ０ O
元 M 元 元 O
左右 LC 左 右 O
， PU ， ， O
都 AD 都 都 O
是 VC 是 是 O
呼和浩特市 NR 呼 市 O
邮电局 NN 邮 局 O
投资 NN 投 资 O
的 DEC 的 的 O
， PU ， ， O
共 AD 共 共 O
花 VV 花 花 O
了 AS 了 了 O
１０多万 CD １ 万 O
元 M 元 元 O
， PU ， ， O
投入 VV 投 入 O
使用 NN 使 用 O
后 LC 后 后 O
受到 VV 受 到 O
师生们 NN 师 们 O
的 DEG 的 的 O
欢迎 NN 欢 迎 O
。 PU 。 。 O
每 DT 每 每 O
个 M 个 个 O
用户 NN 用 户 O
只要 AD 只 要 O
交 VV 交 交 O
１５ CD １ ５ O
元 M 元 元 O
的 DEC 的 的 O
钥匙 NN 钥 匙 O
押金 NN 押 金 O
， PU ， ， O
就 AD 就 就 O
可以 VV 可 以 O
无限期 AD 无 期 O
无偿 AD 无 偿 O
使用 VV 使 用 O
信报箱 NN 信 箱 O
。 PU 。 。 O
一 CD 一 一 O
位 M 位 位 O
前来 VV 前 来 O
取 VV 取 取 O
邮件 NN 邮 件 O
的 DEC 的 的 O
学生 NN 学 生 O
告诉 VV 告 诉 O
记者 NN 记 者 O
， PU ， ， O
以前 NT 以 前 O
取 VV 取 取 O
报纸 NN 报 纸 O
信件 NN 信 件 O
要 VV 要 要 O
按照 P 按 照 O
规定 NN 规 定 O
的 DEG 的 的 O
时间 NN 时 间 O
， PU ， ， O
否则 AD 否 则 O
就 AD 就 就 O
要 VV 要 要 O
等到 VV 等 到 O
第二 OD 第 二 O
天 M 天 天 O
， PU ， ， O
而 AD 而 而 O
现在 NT 现 在 O
随时 AD 随 时 O
都 AD 都 都 O
可以 VV 可 以 O
取 VV 取 取 O
， PU ， ， O
方便 VV 方 便 O
多 VV 多 多 O
了 AS 了 了 O
