本 DT 本 本 O
等 ETC 等 等 O
节目 NN 节 目 O
。 PU 。 。 O
别 AD 别 别 O
看 VV 看 看 O
不 AD 不 不 O
是 VC 是 是 O
专业 NN 专 业 O
演出 NN 演 出 O
， PU ， ， O
可 VV 可 可 O
乡亲们 NN 乡 们 O
依然 AD 依 然 O
看 VV 看 看 O
得 DER 得 得 O
有滋有味 VV 有 味 O
。 PU 。 。 O
晚上 NT 晚 上 O
９点多钟 NT ９ 钟 O
， PU ， ， O
专程 AD 专 程 O
从 P 从 从 O
北京 NR 北 京 B-LOC
赶来 VV 赶 来 O
的 DEC 的 的 O
歌手 NN 歌 手 O
孙悦 NR 孙 悦 B-PER
、 PU 、 、 O
臧天朔 NR 臧 朔 B-PER
等 ETC 等 等 O
一行 NN 一 行 O
来到 VV 来 到 O
乱石山村 NR 乱 村 B-LOC
， PU ， ， O
他们 PN 他 们 O
不仅 AD 不 仅 O
给 P 给 给 O
乡亲们 NN 乡 们 O
带来 VV 带 来 O
了 AS 了 了 O
欢乐 VA 欢 乐 O
的 DEC 的 的 O
歌声 NN 歌 声 O
， PU ， ， O
还 AD 还 还 O
送来 VV 送 来 O
了 AS 了 了 O
捐款 NN 捐 款 O
和 CC 和 和 O
食品 NN 食 品 O
， PU ， ， O
同时 AD 同 时 O
带来 VV 带 来 O
了 AS 了 了 O
北京 NR 北 京 B-LOC
文艺 NN 文 艺 O
工作者 NN 工 者 O
的 DEG 的 的 O
问候 NN 问 候 O
。 PU 。 。 O
欢声笑语 NN 欢 语 O
， PU ， ， O
掌声 NN 掌 声 O
阵阵 M 阵 阵 O
， PU ， ， O
使 VV 使 使 O
这个 DT 这 个 O
平时 NN 平 时 O
安静 VA 安 静 O
的 DEC 的 的 O
塞上 NN 塞 上 O
小 JJ 小 小 O
村 NN 村 村 O
沸腾 VV 沸 腾 O
了 AS 了 了 O
。 PU 。 。 O
一 CD 一 一 O
队 M 队 队 O
战士 NN 战 士 O
走上 VV 走 上 O
了 AS 了 了 O
舞台 NN 舞 台 O
， PU ， ， O
一 CD 一 一 O
张张 M 张 张 O
年轻 JJ 年 轻 O
的 DEG 的 的 O
脸 NN 脸 脸 O
上 LC 上 上 O
还 AD 还 还 O
挂 VV 挂 挂 O
着 AS 着 着 O
几 CD 几 几 O
天 M 天 天 O
来 LC 来 来 O
救灾 VV 救 灾 O
抢 VV 抢 抢 O
险时 NN 险 时 O
留下 VV 留 下 O
的 DEC 的 的 O
黑黝黝 JJ 黑 黝 O
的 DEG 的 的 O
泥土 NN 泥 土 O
。 PU 。 。 O
有 VE 有 有 O
着 AS 着 着 O
光荣 JJ 光 荣 O
传统 JJ 传 统 O
的 DEG 的 的 O
某部 NN 某 部 O
大功 NN 大 功 O
五 CD 五 五 O
连 NN 连 连 O
、 PU 、 、 O
特功 NN 特 功 O
三 CD 三 三 O
连 NN 连 连 O
的 DEG 的 的 O
战士们 NN 战 们 O
， PU ， ， O
一 CD 一 一 O
曲 M 曲 曲 O
《 PU 《 《 O
咱当兵 NN 咱 兵 O
的 DEG 的 的 O
人 NN 人 人 O
》 PU 》 》 O
把 BA 把 把 O
晚会 NN 晚 会 O
推向 VV 推 向 O
了 AS 了 了 O
高潮 NN 高 潮 O
。 PU 。 。 O
歌声 NN 歌 声 O
打动 VV 打 动 O
了 AS 了 了 O
每 DT 每 每 O
个 M 个 个 O
人 NN 人 人 O
的 DEG 的 的 O
心 NN 心 心 O
， PU ， ， O
台上 NN 台 上 O
台下 NN 台 下 O
， PU ， ， O
歌声 NN 歌 声 O
、 PU 、 、 O
掌声 NN 掌 声 O
连成 VV 连 成 O
一 CD 一 一 O
片 M 片 片 O
。 PU 。 。 O
篝火点 VV 篝 点 O
起来 VV 起 来 O
了 AS 了 了 O
， PU ， ， O
战士 NN 战 士 O
和 CC 和 和 O
乡亲们 NN 乡 们 O
围 VV 围 围 O
着 AS 着 着 O
篝火 NN 篝 火 O
唱 VV 唱 唱 O
啊 SP 啊 啊 O
、 PU 、 、 O
跳 VV 跳 跳 O
啊 SP 啊 啊 O
， PU ， ， O
歌声 NN 歌 声 O
、 PU 、 、 O
欢呼声 NN 欢 声 O
响彻 VV 响 彻 O
坝上 NN 坝 上 O
草原 NN 草 原 O
。 PU 。 。 O
回头 VV 回 头 O
望去 VV 望 去 O
， PU ， ， O
山坡 NN 山 坡 O
上 LC 上 上 O
顶顶 VV 顶 顶 O
帐篷 NN 帐 篷 O
门 NN 门 门 O
前 LC 前 前 O
， PU ， ， O
大红 JJ 大 红 O
灯笼 NN 灯 笼 O
分外 AD 分 外 O
耀眼 VV 耀 眼 O
， PU ， ， O
炊烟袅袅 VV 炊 袅 O
， PU ， ， O
爆竹 NN 爆 竹 O
声声 M 声 声 O
。 PU 。 。 O
大年夜 NT 大 夜 O
， PU ， ， O
震后 NN 震 后 O
小 JJ 小 小 O
村 NN 村 村 O
一 CD 一 一 O
片 M 片 片 O
祥和 VA 祥 和 O
。 PU 。 。 O
宋学春 NR 宋 春 B-PER
张仁明 NR 张 明 B-PER
除夕夜 NN 除 夜 O
， PU ， ， O
正 AD 正 正 O
当 P 当 当 O
千家万户 NN 千 户 O
欢聚一堂 VV 欢 堂 O
之际 LC 之 际 O
， PU ， ， O
青岛港 NR 青 港 B-LOC
三千多 CD 三 多 O
名 M 名 名 O
干部 NN 干 部 O
职工 NN 职 工 O
仍然 AD 仍 然 O
坚持 VV 坚 持 O
节日 NN 节 日 O
生产 NN 生 产 O
， PU ， ， O
用 P 用 用 O
特殊 JJ 特 殊 O
方式 NN 方 式 O
迎接 VV 迎 接 O
虎年 NT 虎 年 O
的 DEG 的 的 O
到来 NN 到 来 O
。 PU 。 。 O
刚刚 AD 刚 刚 O
在 P 在 在 O
牛年 NN 牛 年 O
创出 VV 创 出 O
了 AS 了 了 O
年 JJ 年 年 O
吞吐量 NN 吞 量 O
六千九百一十六万 CD 六 万 O
吨 M 吨 吨 O
、 PU 、 、 O
集装箱 NN 集 箱 O
吞吐量 NN 吞 量 O
超 VV 超 超 O
百万 CD 百 万 O
箱 M 箱 箱 O
、 PU 、 、 O
货物 NN 货 物 O
通过 NN 通 过 O
能力 NN 能 力 O
由 P 由 由 O
七千八百万 CD 七 万 O
吨 M 吨 吨 O
增加 VV 增 加 O
到 VV 到 到 O
八千四百三十万 CD 八 万 O
吨 M 吨 吨 O
的 DEC 的 的 O
青岛港 NR 青 港 B-LOC
人 NN 人 人 O
， PU ， ， O
正 AD 正 正 O
满怀 VV 满 怀 O
信心 NN 信 心 O
地 DEV 地 地 O
迎接 VV 迎 接 O
虎年 NT 虎 年 O
的 DEG 的 的 O
到来 NN 到 来 O
， PU ， ， O
向 P 向 向 O
国际 NN 国 际 O
亿 CD 亿 亿 O
吨 M 吨 吨 O
港 NN 港 港 O
迈进 VV 迈 进 O
。 PU 。 。 O
除夕 NT 除 夕 O
十四 NT 十 四 O
时 LC 时 时 O
二十八 CD 二 八 O
分 M 分 分 O
， PU ， ， O
青岛港 NR 青 港 B-LOC
全体 DT 全 体 O
职工 NN 职 工 O
以 P 以 以 O
自己 PN 自 己 O
独特 VA 独 特 O
的 DEC 的 的 O
方式 NN 方 式 O
展开 VV 展 开 O
了 AS 了 了 O
『 PU 『 『 O
港 NN 港 港 O
外 LC 外 外 O
过 VV 过 过 O
年 NN 年 年 O
， PU ， ， O
港 NN 港 港 O
内 LC 内 内 O
大战 NN 大 战 O
』 PU 』 』 O
的 DEG 的 的 O
春节 NN 春 节 O
安全 NN 安 全 O
生产 NN 生 产 O
大会战 NN 大 战 O
。 PU 。 。 O
坚持 VV 坚 持 O
节日 NN 节 日 O
生产 NN 生 产 O
的 DEC 的 的 O
集装箱 NN 集 箱 O
公司 NN 公 司 O
职工 NN 职 工 O
王保俊 NR 王 俊 B-PER
自豪 VA 自 豪 O
地 DEV 地 地 O
说 VV 说 说 O
： PU ： ： O
『 PU 『 『 O
我 PN 我 我 O
很 AD 很 很 O
高兴 VA 高 兴 O
能 VV 能 能 O
在 P 在 在 O
除夕夜 NN 除 夜 O
为 P 为 为 O
港口 NN 港 口 O
生产 VV 生 产 O
出 VV 出 出 O
把 BA 把 把 O
力 NN 力 力 O
， PU ， ， O
今晚 NT 今 晚 O
我们 PN 我 们 O
的 DEG 的 的 O
泊位 NN 泊 位 O
无 VE 无 无 O
一 CD 一 一 O
闲置 VV 闲 置 O
， PU ， ， O
生产 VV 生 产 O
紧张 VA 紧 张 O
而 CC 而 而 O
有序 VA 有 序 O
， PU ， ， O
这样 AD 这 样 O
下去 VV 下 去 O
， PU ， ， O
今年 NT 今 年 O
的 DEG 的 的 O
集装箱 NN 集 箱 O
目标 NN 目 标 O
定 VV 定 定 O
能 VV 能 能 O
实现 VV 实 现 O
。 PU 。 。 O
』 PU 』 』 O
在 P 在 在 O
一 CD 一 一 O
号 M 号 号 O
码头 NN 码 头 O
『 PU 『 『 O
明达 VA 明 达 O
』 PU 』 』 O
轮卸 VV 轮 卸 O
大豆 NN 大 豆 O
的 DEC 的 的 O
作业 NN 作 业 O
现场 NN 现 场 O
， PU ， ， O
三 CD 三 三 O
台 M 台 台 O
门机 NN 门 机 O
、 PU 、 、 O
七 CD 七 七 O
台 M 台 台 O
灌包机 NN 灌 机 O
隆隆 AD 隆 隆 O
欢唱 VV 欢 唱 O
， PU ， ， O
工人们 NN 工 们 O
一丝不苟地 CD 一 地 O
灌包 NN 灌 包 O
、 PU 、 、 O
缝包 NN 缝 包 O
。 PU 。 。 O
大港 NR 大 港 B-ORG
公司 NN 公 司 I-ORG
装卸 NN 装 卸 I-ORG
四队 NN 四 队 I-ORG
队长 NN 队 长 O
逄 VV 逄 逄 B-PER
新 JJ 新 新 I-PER
学 NN 学 学 I-PER
说 VV 说 说 O
： PU ： ： O
『 PU 『 『 O
今晚 NT 今 晚 O
我们 PN 我 们 O
队 NN 队 队 O
决心 VV 决 心 O
创出 VV 创 出 O
单舱 NN 单 舱 O
作业 NN 作 业 O
五百四十 CD 五 十 O
吨 M 吨 吨 O
的 DEG 的 的 O
新 JJ 新 新 O
纪录 NN 纪 录 O
。 PU 。 。 O
』 PU 』 』 O
正 AD 正 正 O
在 P 在 在 O
新 JJ 新 新 O
港区 NN 港 区 O
慰问 VV 慰 问 O
一 CD 一 一 O
线 NN 线 线 O
干部 NN 干 部 O
、 PU 、 、 O
职工 NN 职 工 O
的 DEG 的 的 O
全 DT 全 全 O
国 NN 国 国 O
优秀 JJ 优 秀 O
企业家 NN 企 家 O
、 PU 、 、 O
青岛 NR 青 岛 B-ORG
港务局 NN 港 局 I-ORG
局长 NN 局 长 O
常德 NR 常 德 B-PER
传 VV 传 传 I-PER
对 P 对 对 O
记者 NN 记 者 O
说 VV 说 说 O
： PU ： ： O
『 PU 『 『 O
今年 NT 今 年 O
是 VC 是 是 O
我们 PN 我 们 O
把 BA 把 把 O
青岛港 NR 青 港 B-LOC
的 DEG 的 的 O
改革 NN 改 革 O
开放 NN 开 放 O
和 CC 和 和 O
现代化 NN 现 化 O
建设 NN 建 设 O
全面 AD 全 面 O
推向 VV 推 向 O
二十一 OD 二 一 O
世纪 NN 世 纪 O
的 DEC 的 的 O
关键 NN 关 键 O
一 CD 一 一 O
年 M 年 年 O
。 PU 。 。 O
我们 PN 我 们 O
要 VV 要 要 O
高 AD 高 高 O
举 VV 举 举 O
邓小平 NR 邓 平 O
理论 NN 理 论 O
伟大 JJ 伟 大 O
旗帜 NN 旗 帜 O
， PU ， ， O
认真 AD 认 真 O
贯彻 VV 贯 彻 O
落实 VV 落 实 O
党 NN 党 党 O
的 DEG 的 的 O
十五 NN 十 五 O
大 JJ 大 大 O
精神 NN 精 神 O
、 PU 、 、 O
中央 NN 中 央 O
经济 NN 经 济 O
工作 NN 工 作 O
会议 NN 会 议 O
精神 NN 精 神 O
， PU ， ， O
使 VV 使 使 O
港口 NN 港 口 O
的 DEG 的 的 O
两 CD 两 两 O
个 M 个 个 O
文明 NN 文 明 O
建设 NN 建 设 O
得到 VV 得 到 O
协调 NN 协 调 O
发展 NN 发 展 O
， PU ， ， O
共同 AD 共 同 O
进步 VV 进 步 O
。 PU 。 。 O
』 PU 』 』 O
本报讯 NR 本 讯 O
去冬 VV 去 冬 O
以来 LC 以 来 O
， PU ， ， O
随着 P 随 着 O
精神 NN 精 神 O
文明 NN 文 明 O
建设 NN 建 设 O
的 DEG 的 的 O
加强 NN 加 强 O
， PU ， ， O
企业 NN 企 业 O
纷纷 AD 纷 纷 O
赠订 VV 赠 订 O
党报 NN 党 报 O
， PU ， ， O
给 P 给 给 O
贫困 JJ 贫 困 O
地区 NN 地 区 O
送去 VV 送 去 O
精神 NN 精 神 O
食粮 NN 食 粮 O
。 PU 。 。 O
据 P 据 据 O
统计 NN 统 计 O
， PU ， ， O
已 AD 已 已 O
有 VE 有 有 O
十二 CD 十 二 O
家 M 家 家 O
企业 NN 企 业 O
向 P 向 向 O
延安 NR 延 安 B-LOC
、 PU 、 、 O
榆林 NR 榆 林 B-LOC
、 PU 、 、 O
阜平 NR 阜 平 B-LOC
等 ETC 等 等 O
革命 NN 革 命 O
老区 NN 老 区 O
及 CC 及 及 O
甘肃 NR 甘 肃 B-LOC
、 PU 、 、 O
内蒙古 NR 内 古 B-LOC
、 PU 、 、 O
青海 NR 青 海 B-LOC
、 PU 、 、 O
宁夏 NR 宁 夏 B-LOC
、 PU 、 、 O
辽宁 NR 辽 宁 B-LOC
等 ETC 等 等 O
贫困 JJ 贫 困 O
地区 NN 地 区 O
的 DEG 的 的 O
四千多 CD 四 多 O
个 M 个 个 O
农村 NN 农 村 O
党支部 NN 党 部 O
和 CC 和 和 O
中小学 NN 中 学 O
赠送 VV 赠 送 O
了 AS 了 了 O
人民 NN 人 民 O
日报 NN 日 报 O
。 PU 。 。 O
河北 NR 河 北 B-LOC
有 VE 有 有 O
个 M 个 个 O
县 NN 县 县 O
叫 VV 叫 叫 O
阜平 NN 阜 平 B-LOC
， PU ， ， O
人民 NN 人 民 O
日报 NN 日 报 O
的 DEG 的 的 O
前身 NN 前 身 O
晋察冀 NR 晋 冀 O
日报 NN 日 报 O
在 P 在 在 O
那里 PN 那 里 O
于 P 于 于 O
极端 AD 极 端 O
困难 VA 困 难 O
的 DEC 的 的 O
情况 NN 情 况 O
下 LC 下 下 O
与 P 与 与 O
敌 NN 敌 敌 O
周旋 VV 周 旋 O
， PU ， ， O
坚持 VV 坚 持 O
出版 VV 出 版 O
。 PU 。 。 O
阜平 NR 阜 平 B-ORG
县委 NN 县 委 I-ORG
在 P 在 在 O
一 CD 一 一 O
封 M 封 封 O
专函 NN 专 函 O
中 LC 中 中 O
说 VV 说 说 O
， PU ， ， O
我们 PN 我 们 O
深深 AD 深 深 O
感受 VV 感 受 O
到 VV 到 到 O
， PU ， ， O
思想 NN 思 想 O
观念 NN 观 念 O
的 DEG 的 的 O
陈旧 JJ 陈 旧 O
落后 NN 落 后 O
是 VC 是 是 O
制约 VV 制 约 O
阜平 NN 阜 平 B-LOC
发展 NN 发 展 O
的 DEC 的 的 O
最大 JJ 最 大 O
障碍 NN 障 碍 O
， PU ， ， O
没有 VE 没 有 O
思想 NN 思 想 O
观念 NN 观 念 O
的 DEG 的 的 O
大 JJ 大 大 O
解放 NN 解 放 O
， PU ， ， O
就 AD 就 就 O
没有 VE 没 有 O
经济 NN 经 济 O
、 PU 、 、 O
社会 NN 社 会 O
的 DEG 的 的 O
大 JJ 大 大 O
发展 NN 发 展 O
。 PU 。 。 O
由于 P 由 于 O
山 NN 山 山 O
高 VA 高 高 O
沟 NN 沟 沟 O
深 VA 深 深 O
， PU ， ， O
居住 VV 居 住 O
分散 VV 分 散 O
， PU ， ， O
电台 NN 电 台 O
、 PU 、 、 O
电视台 NN 电 台 O
仍 AD 仍 仍 O
不 AD 不 不 O
能 VV 能 能 O
覆盖 VV 覆 盖 O
全 DT 全 全 O
县 NN 县 县 O
， PU ， ， O
有些 DT 有 些 O
地方 NN 地 方 O
唯有 AD 唯 有 O
通过 P 通 过 O
报纸 NN 报 纸 O
了解 VV 了 解 O
外面 NN 外 面 O
的 DEC 的 的 O
世界 NN 世 界 O
。 PU 。 。 O
内蒙古 NR 内 古 B-LOC
和 CC 和 和 O
林格尔县 NR 林 县 B-ORG
教委 NN 教 委 I-ORG
在 P 在 在 O
来信 NN 来 信 O
中 LC 中 中 O
说 VV 说 说 O
， PU ， ， O
尽管 CS 尽 管 O
在 P 在 在 O
多方 JJ 多 方 O
支援 NN 支 援 O
下 LC 下 下 O
， PU ， ， O
县里 NN 县 里 O
一 CD 一 一 O
大 JJ 大 大 O
批 M 批 批 O
学校 NN 学 校 O
的 DEG 的 的 O
办学 NN 办 学 O
条件 NN 条 件 O
得到 VV 得 到 O
了 AS 了 了 O
改善 NN 改 善 O
， PU ， ， O
一 CD 一 一 O
大 JJ 大 大 O
批 M 批 批 O
即将 AD 即 将 O
辍学 VV 辍 学 O
的 DEC 的 的 O
特困生 NN 特 生 O
得到 VV 得 到 O
了 AS 了 了 O
帮扶 NN 帮 扶 O
， PU ， ， O
但 AD 但 但 O
山区 NN 山 区 O
许多 CD 许 多 O
学校 NN 学 校 O
还 AD 还 还 O
是 VC 是 是 O
因 P 因 因 O
经费 NN 经 费 O
紧张 VA 紧 张 O
无法 AD 无 法 O
订阅 VV 订 阅 O
报纸 NN 报 纸 O
杂志 NN 杂 志 O
。 PU 。 。 O
获赠 VV 获 赠 O
人民 NN 人 民 O
日报 NN 日 报 O
为 VC 为 为 O
贫困 JJ 贫 困 O
山区 NN 山 区 O
的 DEG 的 的 O
教师 NN 教 师 O
打开 VV 打 开 O
了 AS 了 了 O
了解 VV 了 解 O
国家 NN 国 家 O
大事 NN 大 事 O
、 PU 、 、 O
走出 VV 走 出 O
封闭 NN 封 闭 O
落后 VA 落 后 O
的 DEC 的 的 O
窗口 NN 窗 口 O
， PU ， ， O
必 AD 必 必 O
将 AD 将 将 O
使 VV 使 使 O
我 PN 我 我 O
县 NN 县 县 O
教育 NN 教 育 O
在 P 在 在 O
新 JJ 新 新 O
的 DEG 的 的 O
一 CD 一 一 O
年 M 年 年 O
更 AD 更 更 O
上 VV 上 上 O
一 CD 一 一 O
层 M 层 层 O
楼 NN 楼 楼 O
。 PU 。 。 O
截至 P 截 至 O
目前 NT 目 前 O
， PU ， ， O
向 P 向 向 O
贫困 JJ 贫 困 O
地区 NN 地 区 O
赠送 VV 赠 送 O
人民 NN 人 民 O
日报 NN 日 报 O
五百 CD 五 百 O
份 M 份 份 O
以上 LC 以 上 O
的 DEC 的 的 O
单位 NN 单 位 O
有 VE 有 有 O
： PU ： ： O
西安 NR 西 安 B-ORG
飞天 NN 飞 天 I-ORG
科工贸 NN 科 贸 I-ORG
集团 NN 集 团 I-ORG
公司 NN 公 司 I-ORG
、 PU 、 、 O
江苏 NR 江 苏 B-ORG
艺龙 NR 艺 龙 I-ORG
集团 NN 集 团 I-ORG
、 PU 、 、 O
延炼 NR 延 炼 B-ORG
实业 NN 实 业 I-ORG
集团 NN 集 团 I-ORG
公司 NN 公 司 I-ORG
、 PU 、 、 O
陕西省 NR 陕 省 B-ORG
烟草 NN 烟 草 I-ORG
专卖局 NN 专 局 I-ORG
。 PU 。 。 O
陕西省 NR 陕 省 B-ORG
延安市 NR 延 市 I-ORG
延长 VV 延 长 I-ORG
油矿 NN 油 矿 I-ORG
管理局 NN 管 局 I-ORG
、 PU 、 、 O
西安 NR 西 安 B-ORG
嘉翔 NR 嘉 翔 I-ORG
房地产 NN 房 产 I-ORG
开发 NN 开 发 I-ORG
公司 NN 公 司 I-ORG
、 PU 、 、 O
沈阳 NR 沈 阳 B-ORG
同联 NR 同 联 I-ORG
集团 NN 集 团 I-ORG
公司 NN 公 司 I-ORG
、 PU 、 、 O
中外 NN 中 外 O
合资 JJ 合 资 O
咸阳 NN 咸 阳 B-ORG
步长 NR 步 长 I-ORG
制药 NN 制 药 I-ORG
有限 JJ 有 限 I-ORG
公司 NN 公 司 I-ORG
、 PU 、 、 O
安徽 NR 安 徽 B-ORG
全力 NN 全 力 I-ORG
集团 NN 集 团 I-ORG
、 PU 、 、 O
北京 NR 北 京 B-ORG
韩村河 NR 韩 河 I-ORG
建筑 NN 建 筑 I-ORG
集团 NN 集 团 I-ORG
总公司 NN 总 司 I-ORG
、 PU 、 、 O
江苏 NR 江 苏 B-ORG
红豆 NN 红 豆 I-ORG
集团 NN 集 团 I-ORG
公司 NN 公 司 I-ORG
和 CC 和 和 O
河北 NR 河 北 B-ORG
磁县 NR 磁 县 I-ORG
焦化 NN 焦 化 I-ORG
有限 JJ 有 限 I-ORG
公司 NN 公 司 I-ORG
也 AD 也 也 O
向 P 向 向 O
贫困 JJ 贫 困 O
地区 NN 地 区 O
赠送 VV 赠 送 O
了 AS 了 了 O
人民 NN 人 民 O
日报 NN 日 报 O
。 PU 。 。 O
（ PU （ （ O
赵 NR 赵 赵 B-PER
深 JJ 深 深 I-PER
田 NN 田 田 I-PER
） PU ） ） O
① AD ① ① O
１月 NT １ 月 O
２７日 NT ２ 日 O
， PU ， ， O
第十五 OD 第 五 O
届 M 届 届 O
北京 NR 北 京 B-LOC
龙潭 NR 龙 潭 B-LOC
庙会 NN 庙 会 O
拉开 VV 拉 开 O
帷幕 NN 帷 幕 O
， PU ， ， O
来自 VV 来 自 O
浙江 NR 浙 江 B-LOC
、 PU 、 、 O
山西 NR 山 西 B-LOC
、 PU 、 、 O
青海 NR 青 海 B-LOC
等 ETC 等 等 O
省 NN 省 省 O
的 DEG 的 的 O
民间 NN 民 间 O
花会 NN 花 会 O
博得 VV 博 得 O
在场 VV 在 场 O
观众 NN 观 众 O
的 DEG 的 的 O
阵阵 M 阵 阵 O
喝彩 NN 喝 彩 O
。 PU 。 。 O
（ PU （ （ O
本 DT 本 本 O
报 NN 报 报 O
记者 NN 记 者 O
杨文道 NR 杨 道 B-PER
摄 VV 摄 摄 O
） PU ） ） O
②春节 NN ② 节 O
期间 NN 期 间 O
， PU ， ， O
广州 NR 广 州 B-ORG
军区 NN 军 区 I-ORG
某师 NN 某 师 O
的 DEG 的 的 O
锣鼓队 NN 锣 队 O
、 PU 、 、 O
秧歌队 NN 秧 队 O
、 PU 、 、 O
舞龙队 NN 舞 队 O
和 CC 和 和 O
演唱队 NN 演 队 O
活跃 NN 活 跃 O
在 P 在 在 O
基层 NN 基 层 O
连队 NN 连 队 O
， PU ， ， O
丰富 VV 丰 富 O
了 AS 了 了 O
官兵 NN 官 兵 O
文化 NN 文 化 O
生活 NN 生 活 O
， PU ， ， O
给 P 给 给 O
军营 NN 军 营 O
增添 VV 增 添 O
了 AS 了 了 O
喜庆 NN 喜 庆 O
的 DEG 的 的 O
气氛 NN 气 氛 O
。 PU 。 。 O
（ PU （ （ O
刘业定 NR 刘 定 B-PER
摄 VV 摄 摄 O
） PU ） ） O
③ CD ③ ③ O
陕北 NR 陕 北 B-LOC
的 DEG 的 的 O
农民 NN 农 民 O
在 P 在 在 O
新春 NN 新 春 O
佳节 NN 佳 节 O
之 DEG 之 之 O
际 NN 际 际 O
向 P 向 向 O
大家 PN 大 家 O
问 VV 问 问 O
一 CD 一 一 O
声 M 声 声 O
“ PU “ “ O
新年好 NN 新 好 O
” PU ” ” O
。 PU 。 。 O
（ PU （ （ O
葭 NR 葭 葭 B-PER
北 NN 北 北 I-PER
剑 NN 剑 剑 I-PER
摄 VV 摄 摄 O
） PU ） ） O
④１月 NT ④ 月 O
２７日 NT ２ 日 O
除夕夜 NN 除 夜 O
， PU ， ， O
守卫 VV 守 卫 O
黄海 NR 黄 海 B-LOC
前哨 NN 前 哨 O
的 DEG 的 的 O
海军 NN 海 军 O
某 DT 某 某 O
驱逐舰 NN 驱 舰 O
上 LC 上 上 O
的 DEG 的 的 O
官兵们 NN 官 们 O
， PU ， ， O
仍 AD 仍 仍 O
在 P 在 在 O
担负 VV 担 负 O
战备 NN 战 备 O
执勤 NN 执 勤 O
任务 NN 任 务 O
。 PU 。 。 O
这 PN 这 这 O
是 VC 是 是 O
副政委 NN 副 委 O
赵建委 NR 赵 委 B-PER
（ PU （ （ O
左 NN 左 左 O
） PU ） ） O
在 P 在 在 O
甲板 NN 甲 板 O
上 LC 上 上 O
替 P 替 替 O
战士 NN 战 士 O
站岗 VV 站 岗 O
。 PU 。 。 O
（ PU （ （ O
新华社 NR 新 社 B-ORG
记者 NN 记 者 O
查春明 NR 查 明 B-PER
摄 VV 摄 摄 O
） PU ） ） O
⑤大 NR ⑤ 大 O
过 VV 过 过 O
年 NN 年 年 O
的 DEC 的 的 O
， PU ， ， O
徐州 NR 徐 州 B-ORG
铁路 NN 铁 路 I-ORG
工务 NN 工 务 I-ORG
一 CD 一 一 I-ORG
段 M 段 段 I-ORG
三官庙 NR 三 庙 I-ORG
工区 NN 工 区 I-ORG
工长 NN 工 长 O
张志军 NR 张 军 B-PER
又 AD 又 又 O
上 VV 上 上 O
线路 NN 线 路 O
了 SP 了 了 O
。 PU 。 。 O
妻子 NN 妻 子 O
和 CC 和 和 O
女儿 NN 女 儿 O
带 VV 带 带 O
着 AS 着 着 O
年饭 NN 年 饭 O
来 MSP 来 来 O
慰劳 VV 慰 劳 O
他 PN 他 他 O
。 PU 。 。 O
（ PU （ （ O
梁士华 NR 梁 华 B-PER
胡涛 NR 胡 涛 B-PER
摄 VV 摄 摄 O
） PU ） ） O
⑥春节 NN ⑥ 节 O
期间 NN 期 间 O
， PU ， ， O
湖南省 NR 湖 省 B-LOC
吉首市 NR 吉 市 B-LOC
矮寨镇 NR 矮 镇 B-LOC
大兴寨村 NR 大 村 B-LOC
根据 P 根 据 O
当地 NN 当 地 O
民族 NN 民 族 O
特点 NN 特 点 O
积极 AD 积 极 O
开展 VV 开 展 O
丰富多彩 VA 丰 彩 O
的 DEC 的 的 O
民族 NN 民 族 O
民间 NN 民 间 O
文体 NN 文 体 O
活动 NN 活 动 O
。 PU 。 。 O
图 NN 图 图 O
为 VC 为 为 O
他们 PN 他 们 O
在 P 在 在 O
举行 VV 举 行 O
狮子 NN 狮 子 O
爬桌 NN 爬 桌 O
活动 NN 活 动 O
。 PU 。 。 O
（ PU （ （ O
向 P 向 向 B-PER
民航 NN 民 航 I-PER
摄 VV 摄 摄 O
） PU ） ） O
新华社 NR 新 社 B-ORG
香港 NR 香 港 B-LOC
１月 NT １ 月 O
２８日 NT ２ 日 O
电 NN 电 电 O
（ PU （ （ O
记者 NN 记 者 O
李恒娟 NR 李 娟 B-PER
） PU ） ） O
今天 NT 今 天 O
的 DEG 的 的 O
维多利亚 NR 维 亚 B-LOC
海 NN 海 海 I-LOC
尖沙咀 NR 尖 咀 B-LOC
沿岸 NN 沿 岸 O
鼓乐 NN 鼓 乐 O
齐鸣 NN 齐 鸣 O
， PU ， ， O
红旗 NN 红 旗 O
飘扬 VV 飘 扬 O
， PU ， ， O
火红 JJ 火 红 O
灯笼 NN 灯 笼 O
高挂 VV 高 挂 O
， PU ， ， O
数万 CD 数 万 O
香港 NR 香 港 B-LOC
市民 NN 市 民 O
和 CC 和 和 O
海外 NN 海 外 O
游客 NN 游 客 O
翘首 AD 翘 首 O
争 VV 争 争 O
睹 VV 睹 睹 O
花车 NN 花 车 O
巡游贺 VV 巡 贺 O
新 JJ 新 新 O
岁 M 岁 岁 O
大型 JJ 大 型 O
表演 NN 表 演 O
。 PU 。 。 O
花车 NN 花 车 O
巡游 VV 巡 游 O
打头阵 VV 打 阵 O
的 DEC 的 的 O
队伍 NN 队 伍 O
， PU ， ， O
由 P 由 由 O
一 CD 一 一 O
片 M 片 片 O
旗海 NN 旗 海 O
、 PU 、 、 O
９ CD ９ ９ O
条 M 条 条 O
巨龙 NN 巨 龙 O
和 CC 和 和 O
